date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199010,    1.85,   -1.01,   -3.28,   -7.04,   -6.77,    3.54,   -0.09,    0.19,   -2.37,   -3.74,   -2.92,   -6.03,   -8.44,   -5.80,   -8.62
199011,    5.41,    6.27,    9.99,   10.01,    8.32,    5.59,    5.16,    5.79,    7.14,    9.50,   10.66,    9.00,   11.52,    8.92,    7.12
199012,    2.16,    2.75,    5.03,    6.67,    0.76,    2.37,    1.90,    2.55,    3.07,    5.08,    4.97,    7.42,    5.59,    2.58,   -3.24
199101,    1.29,    7.37,    8.56,   10.75,   10.65,    0.84,    1.92,    7.32,    7.46,    6.62,   10.87,   10.45,   11.22,   11.61,    8.19
199102,    6.91,    6.90,    7.71,   11.40,   14.67,    7.10,    6.70,    6.55,    7.55,    6.43,    9.23,   11.15,   11.79,   13.79,   16.80
199103,    2.74,    2.19,    3.83,    4.22,    8.05,    2.01,    3.38,    2.37,    1.98,    4.44,    3.23,    3.85,    4.76,    8.20,    7.65
199104,    0.72,   -0.32,    0.26,    0.07,   -0.08,    0.32,    1.03,   -0.63,    0.19,    0.30,    0.21,   -0.33,    0.68,    0.17,   -0.78
199105,    2.37,    4.80,    7.78,    4.63,    3.31,    2.19,    2.57,    4.46,    5.30,    8.94,    6.25,    4.80,    4.37,    4.85,   -0.59
199106,   -2.80,   -5.16,   -6.00,   -6.66,   -6.95,   -2.56,   -2.99,   -4.35,   -5.90,   -6.25,   -5.75,   -6.07,   -7.50,   -7.01,   -6.79
199107,    4.67,    4.05,    4.45,    5.94,    5.52,    4.40,    5.00,    5.22,    2.32,    3.80,    5.16,    6.39,    5.12,    6.23,    3.85
199108,    2.53,    2.38,    2.39,    4.16,    4.67,    2.68,    2.33,    2.82,    1.74,    2.68,    2.05,    3.12,    5.26,    4.57,    4.91
199109,   -0.30,   -2.28,   -1.99,   -1.62,   -0.34,    0.39,   -1.22,   -1.24,   -3.58,   -1.89,   -2.09,   -2.43,   -0.74,    0.14,   -1.48
199110,    2.08,    1.09,    1.43,    0.43,    3.69,    2.49,    1.53,    0.66,    1.65,    2.36,    0.55,    0.23,    0.78,    3.81,    3.38
199111,   -2.87,   -3.36,   -5.76,   -5.04,   -5.41,   -2.41,   -3.47,   -2.61,   -4.70,   -5.43,   -6.14,   -4.55,   -5.74,   -4.25,   -7.81
199112,   10.32,   12.41,   11.97,   12.16,    9.93,    8.74,   11.75,   13.01,   11.63,   13.32,   10.40,   12.06,   12.29,   11.19,    7.49
199201,   -3.51,    0.01,    1.78,    5.57,   11.28,   -3.68,   -3.39,   -0.94,    0.99,    1.69,    1.88,    4.23,    7.28,    9.19,   15.36
199202,   -0.46,    3.02,    2.38,    2.93,    3.10,   -0.77,   -0.20,    2.24,    4.20,    1.11,    3.85,    3.58,    1.98,    3.95,    1.20
199203,   -1.66,   -1.63,   -2.58,   -4.12,   -5.60,   -1.42,   -1.87,   -1.61,   -1.67,   -1.75,   -3.66,   -3.98,   -4.32,   -5.88,   -5.08
199204,    3.10,    2.69,   -0.08,   -1.96,   -6.53,    3.74,    2.40,    3.17,    2.05,    0.29,   -0.54,   -2.25,   -1.63,   -5.04,   -8.74
199205,    0.87,    0.29,    1.30,   -0.32,   -0.79,    1.16,    0.53,    1.04,   -0.73,    0.89,    2.08,   -0.38,   -0.26,   -0.61,   -1.05
199206,   -0.73,   -2.11,   -2.57,   -3.20,   -6.26,   -0.17,   -1.27,   -1.85,   -2.42,   -1.91,   -3.47,   -4.41,   -1.79,   -5.96,   -6.73
199207,    4.66,    3.60,    3.28,    4.33,    3.95,    4.34,    4.91,    4.35,    2.84,    3.85,    2.68,    4.80,    3.87,    4.93,    2.66
199208,   -0.90,   -2.08,   -3.65,   -2.99,   -3.95,   -0.59,   -1.14,   -1.58,   -3.22,   -4.50,   -2.55,   -2.36,   -3.88,   -2.58,   -5.84
199209,    1.27,    1.19,    2.25,    1.24,    1.71,    2.17,    0.59,    0.15,    2.84,    2.58,    1.86,    1.46,    0.93,    1.77,    1.62
199210,    0.07,    1.06,    1.94,    4.08,    4.80,   -1.21,    1.25,    0.00,    2.36,    2.03,    1.83,    4.00,    4.17,    5.61,    3.51
199211,    2.22,    4.21,    6.24,    6.80,    9.68,    2.22,    2.23,    3.62,    5.01,    5.67,    7.06,    6.33,    7.35,   10.80,    7.96
199212,    1.85,    2.26,    0.02,    2.62,    2.96,    2.82,    0.85,    2.26,    2.27,   -2.05,    3.07,    2.94,    2.21,    3.64,    1.96
199301,    0.05,   -0.22,    3.91,    4.28,    2.93,    1.38,   -1.11,   -0.42,    0.00,    2.57,    5.13,    6.02,    2.75,    2.24,    4.09
199302,    2.58,    0.56,   -1.37,   -1.62,   -4.54,    3.84,    1.76,    0.12,    1.25,   -0.50,   -2.47,   -1.87,   -1.40,   -4.30,   -4.90
199303,    2.19,    2.59,    2.94,    3.21,    2.37,    2.12,    2.23,    2.00,    3.25,    2.49,    3.55,    1.82,    4.20,    2.40,    2.31
199304,   -1.92,   -4.20,   -2.88,   -2.07,   -3.10,   -1.17,   -2.28,   -4.69,   -3.69,   -2.94,   -2.82,   -0.56,   -4.02,   -3.56,   -2.50
199305,    1.54,    1.82,    3.86,    5.65,    7.04,    0.13,    2.66,    1.97,    1.67,    4.16,    3.53,    4.72,    7.24,    7.53,    6.15
199306,    1.74,    0.21,    0.02,   -1.10,    0.42,    2.53,    1.22,    0.70,   -0.26,    1.14,   -1.12,   -1.63,   -0.40,    0.62,    0.02
199307,    0.81,   -0.72,   -0.67,   -0.66,   -0.24,    1.56,    0.39,    0.13,   -1.38,   -1.59,    0.57,   -0.65,   -0.68,   -0.43,    0.05
199308,    2.72,    3.97,    5.79,    4.15,    4.78,    3.25,    2.25,    4.40,    3.47,    4.48,    7.58,    4.27,    4.02,    5.78,    3.65
199309,   -0.66,    0.13,    0.05,    0.72,    2.96,   -0.26,   -0.93,    0.00,    0.28,    0.26,   -0.22,   -0.47,    1.98,    3.75,    1.82
199310,   -0.32,    1.81,    2.85,    3.07,    3.81,   -0.79,    0.03,    2.36,    0.96,    4.47,    1.05,    2.62,    3.47,    3.43,    4.30
199311,   -2.84,   -0.67,    0.02,   -2.52,   -2.76,   -2.84,   -2.84,   -1.26,    0.14,   -0.34,    0.53,   -2.63,   -2.39,   -1.88,   -3.94
199312,    1.95,    1.39,    1.34,    3.34,    2.19,    3.20,    0.85,    0.61,    2.53,    0.57,    2.50,    2.50,    4.27,    3.48,    0.54
199401,    1.96,    3.70,    3.80,    2.77,    4.53,    1.98,    1.95,    3.14,    4.31,    4.15,    3.37,    2.87,    2.65,    4.66,    4.36
199402,   -3.04,   -2.77,   -2.63,    0.09,   -0.80,   -3.31,   -2.65,   -3.90,   -1.35,   -2.06,   -3.21,    0.20,   -0.03,   -1.12,   -0.37
199403,   -3.67,   -4.69,   -4.08,   -5.65,   -6.42,   -3.67,   -3.68,   -4.58,   -4.82,   -2.91,   -5.67,   -4.57,   -7.02,   -4.77,   -8.17
199404,    2.07,    1.26,   -0.31,    1.11,   -2.31,    1.86,    2.44,    1.69,    0.64,   -1.48,    1.24,    2.59,   -0.49,   -1.69,   -2.88
199405,    0.99,    1.94,    1.05,    0.17,   -1.56,    0.88,    1.12,    2.87,    0.92,    0.38,    2.04,   -0.64,    1.14,   -1.28,   -1.81
199406,   -2.39,   -2.23,   -2.51,   -2.42,   -5.84,   -2.81,   -1.45,   -2.85,   -1.44,   -2.63,   -2.34,   -3.41,   -1.47,   -4.98,   -6.60
199407,    3.32,    3.08,    3.01,    3.54,    2.19,    3.04,    3.61,    2.87,    3.35,    1.43,    4.49,    2.91,    4.14,    2.94,    1.37
199408,    3.10,    3.83,    3.80,    7.04,    7.86,    3.45,    2.69,    2.70,    5.14,    3.09,    4.47,    6.83,    7.37,    7.66,    8.05
199409,   -2.79,   -2.14,   -2.09,   -1.24,    0.31,   -2.87,   -2.71,   -1.18,   -3.50,   -2.99,   -1.22,   -1.38,   -1.10,   -0.05,    0.72
199410,    2.08,    0.55,    2.42,    1.71,    2.45,    2.47,    1.59,    0.44,    0.68,    1.75,    3.09,    1.63,    1.81,    3.16,    1.65
199411,   -3.17,   -3.28,   -4.94,   -5.00,   -3.29,   -3.39,   -2.91,   -3.97,   -2.32,   -5.03,   -4.81,   -4.45,   -5.58,   -2.88,   -3.80
199412,    1.72,    1.22,    1.99,    0.27,    0.01,    0.91,    2.76,    2.05,    0.25,    0.77,    3.59,    1.09,   -0.60,    1.21,   -1.32
199501,    4.08,    2.06,    0.40,    0.11,    0.34,    4.37,    3.74,    1.94,    2.25,    1.20,   -0.39,    1.46,   -1.17,    0.48,    0.18
199502,    2.97,    4.59,    5.84,    4.47,    3.58,    2.56,    3.34,    4.47,    4.80,    5.64,    6.11,    5.16,    3.85,    3.96,    3.19
199503,    1.75,    3.09,    3.57,    2.97,    3.13,    1.76,    1.75,    3.27,    2.84,    3.79,    3.31,    3.17,    2.74,    3.82,    2.44
199504,    3.01,    2.52,    2.67,    1.35,    2.00,    2.54,    3.37,    1.96,    3.09,    3.11,    2.17,    1.58,    1.06,    1.93,    2.06
199505,    3.85,    3.76,    3.67,    2.64,    1.76,    3.81,    3.88,    4.38,    2.91,    4.64,    2.38,    3.77,    1.21,    3.25,    0.56
199506,    0.97,    2.25,    3.70,    6.13,    8.81,   -0.04,    1.70,    2.19,    2.33,    4.77,    1.73,    5.21,    7.11,    8.87,    8.76
199507,    1.84,    4.11,    4.84,    5.30,    8.52,    1.85,    1.83,    4.85,    3.40,    4.22,    6.10,    4.60,    6.09,    8.61,    8.43
199508,    1.84,    0.15,    0.97,    0.65,    1.39,    1.73,    1.92,    0.48,   -0.15,    0.51,    1.54,    1.14,    0.28,    0.95,    1.82
199509,    6.28,    3.74,    1.83,    1.25,    2.50,    4.97,    7.48,    5.65,    1.60,    1.82,    1.85,    0.98,    1.49,    3.51,    1.43
199510,    0.99,   -2.01,   -1.79,    0.13,   -4.36,    1.17,    0.87,   -1.06,   -3.25,   -1.07,   -2.63,    0.20,    0.05,   -2.62,   -6.07
199511,    4.95,    5.68,    4.29,    1.65,    3.05,    3.60,    5.78,    5.33,    6.22,    5.24,    3.37,    0.50,    3.61,    4.87,    1.41
199512,    3.86,    1.95,    1.13,    0.22,   -2.80,    3.83,    3.87,    2.87,    0.55,    1.00,    1.31,    0.06,    0.37,   -3.61,   -2.14
199601,    2.51,    3.87,    3.08,    1.79,    0.37,    2.88,    2.35,    3.73,    4.05,    2.88,    3.42,    2.99,    0.49,    1.45,   -0.52
199602,    0.45,    0.91,    2.18,    4.20,    3.48,   -0.37,    0.86,    1.45,    0.22,    0.82,    3.85,    1.99,    6.16,    3.94,    3.17
199603,    0.91,    1.47,    1.72,    1.15,    0.28,    0.68,    1.06,    2.00,    0.96,    1.81,    1.58,    2.27,   -0.40,    0.64,    0.00
199604,   -0.81,    0.71,    1.93,    5.11,   10.30,   -1.49,   -0.02,    0.08,    1.56,    2.37,    1.38,    5.49,    4.55,    7.88,   12.45
199605,    3.10,    1.62,    2.90,    2.37,    4.71,    4.21,    2.20,    1.28,    2.05,    3.11,    2.67,    2.49,    2.19,    4.68,    4.73
199606,    2.10,    0.15,   -0.36,   -2.50,   -7.24,    2.92,    1.14,    0.49,   -0.26,    0.71,   -1.42,   -2.29,   -2.74,   -5.55,   -8.54
199607,   -3.77,   -4.03,   -4.50,   -7.72,  -12.91,   -2.34,   -4.67,   -4.30,   -3.75,   -3.82,   -5.69,   -7.92,   -7.43,  -10.25,  -14.85
199608,    2.88,    1.49,    3.17,    5.18,    5.66,    1.85,    3.94,    0.11,    3.34,    3.48,    2.72,    4.41,    6.22,    4.82,    6.39
199609,    4.98,    5.54,    4.66,    5.37,    7.10,    4.74,    5.26,    5.01,    6.11,    4.19,    5.36,    5.51,    5.24,    6.38,    7.67
199610,    3.73,    2.82,    0.64,   -0.65,   -4.43,    4.62,    3.00,    3.12,    2.50,    1.63,   -0.84,   -0.61,   -0.69,   -2.45,   -6.21
199611,    6.53,    7.57,    6.41,    7.65,    4.82,    6.58,    6.49,    8.32,    5.93,    6.57,    6.30,    6.36,    8.63,    6.57,    3.37
199612,   -1.39,   -1.44,   -0.72,   -1.38,   -1.23,   -1.20,   -1.63,   -2.29,   -0.62,   -0.49,   -0.92,    0.39,   -3.37,   -0.23,   -2.12
199701,    5.03,    7.21,    3.54,    6.22,    4.66,    4.84,    5.24,    6.15,    8.45,    4.20,    2.62,    6.36,    6.00,    4.71,    4.62
199702,    2.29,    2.28,   -1.55,   -1.89,   -6.22,    2.96,    1.80,    2.04,    2.58,    0.04,   -3.30,    0.22,   -4.17,   -5.10,   -7.17
199703,   -2.89,   -4.88,   -4.61,   -4.85,   -7.47,   -2.33,   -3.22,   -4.27,   -5.48,   -5.69,   -2.19,   -4.81,   -4.88,   -5.83,   -8.98
199704,    4.50,    5.94,    7.21,    2.27,   -0.43,    3.35,    5.39,    6.53,    5.19,    7.43,    6.96,    1.56,    3.35,    1.57,   -2.60
199705,    5.42,    5.31,    6.01,    8.75,   14.25,    6.15,    4.88,    5.34,    5.27,    5.74,    6.45,    6.97,   11.62,   13.23,   15.55
199706,    5.21,    4.95,    3.66,    4.75,    2.93,    4.88,    5.49,    4.63,    5.41,    5.09,    2.26,    5.20,    4.08,    2.80,    3.11
199707,    7.80,    5.50,    9.56,    9.32,    9.11,    8.57,    7.16,    4.98,    6.38,   12.81,    5.61,    8.13,   10.49,   10.25,    7.95
199708,   -6.24,   -4.91,   -3.37,   -2.47,    1.76,   -7.42,   -5.12,   -5.68,   -4.00,   -4.67,   -1.48,   -3.49,   -0.73,    0.83,    2.78
199709,    6.33,    4.98,    5.83,    5.69,    6.25,    6.28,    6.38,    5.09,    4.86,    5.12,    7.24,    5.76,    5.60,    6.02,    6.50
199710,   -2.24,   -2.28,   -3.29,   -4.04,   -7.29,   -1.21,   -2.72,   -2.33,   -2.23,   -3.36,   -3.19,   -2.62,   -5.71,   -7.54,   -7.02
199711,    5.82,    4.38,    3.27,    1.74,   -2.97,    5.68,    5.89,    4.68,    4.07,    2.03,    5.15,    4.30,   -0.14,   -2.32,   -3.52
199712,    4.56,    1.73,    1.05,   -0.31,   -1.56,    3.76,    5.11,    1.93,    1.50,    2.19,    0.16,   -2.60,    1.41,    0.15,   -3.43
199801,   -0.19,    0.27,    1.80,    1.83,    0.15,   -0.61,    0.18,   -1.88,    3.09,    1.70,    1.94,    1.84,    1.83,    1.29,   -1.23
199802,    6.78,    7.58,    7.63,    7.09,    8.68,    5.52,    7.75,    7.68,    7.49,    7.61,    7.65,    8.20,    6.23,    8.38,    9.12
199803,    6.26,    4.90,    4.04,    5.42,    4.28,    7.51,    4.76,    5.44,    3.87,    3.10,    5.85,    7.76,    3.28,    5.46,    3.02
199804,   -0.13,    1.40,    2.36,   -0.05,    2.78,   -0.35,    0.08,    0.37,    2.88,    1.26,    3.73,   -2.30,    2.61,    2.04,    3.68
199805,   -2.04,    0.36,   -2.84,   -5.14,   -6.95,   -1.95,   -2.11,    0.13,    0.61,   -2.20,   -3.66,   -1.37,   -7.93,   -6.08,   -8.22
199806,    2.99,    2.88,    6.27,    4.18,    1.50,    4.09,    2.18,    2.99,    2.73,    7.52,    4.72,    4.57,    3.82,    2.06,    0.69
199807,   -3.93,   -1.76,    0.36,   -0.86,   -5.43,   -2.92,   -4.82,   -1.37,   -2.28,    2.06,   -1.36,   -1.79,    0.57,   -4.70,   -6.09
199808,  -11.31,  -15.26,  -14.93,  -17.00,  -24.45,   -9.12,  -13.64,  -16.04,  -14.41,  -14.74,  -15.16,  -16.02,  -18.76,  -22.83,  -26.54
199809,    5.15,    6.37,    4.74,    9.53,   11.59,    1.72,    7.59,    7.05,    5.65,    4.02,    5.75,   10.75,    7.40,   12.57,   10.37
199810,    5.48,    7.81,    8.33,    9.96,    7.35,    3.10,    7.46,    7.77,    7.88,    6.19,   10.32,   10.68,    9.06,    7.27,    7.45
199811,    6.43,    4.73,    7.13,    7.46,    8.81,    6.98,    6.00,    5.35,    4.12,    7.59,    6.51,    7.62,    7.26,    9.41,    8.01
199812,    6.10,    5.73,    7.56,    7.39,    8.13,    4.94,    6.83,    3.41,    8.14,    6.31,    9.17,    6.60,    8.38,    8.15,    8.11
199901,   -1.13,    4.38,    6.20,    5.29,   11.61,   -2.55,   -0.06,    4.61,    4.09,    3.95,    9.01,    4.61,    6.08,    8.60,   15.38
199902,   -0.91,   -3.35,   -4.26,   -5.32,   -8.26,   -2.16,    0.04,   -5.02,   -1.36,   -4.69,   -3.37,   -4.65,   -6.04,   -8.47,   -7.98
199903,    2.86,    4.04,    1.62,    3.12,   11.41,    3.66,    2.44,    3.95,    4.10,    0.82,    2.60,    5.82,    1.38,   12.40,   10.19
199904,    2.99,    4.32,    5.83,    4.04,    9.11,   -0.43,    4.84,    1.10,    8.02,    4.17,    8.70,    5.97,    2.14,    6.01,   12.17
199905,   -2.98,   -1.11,   -1.49,   -2.74,   -2.15,   -2.48,   -3.32,   -2.85,    2.74,   -1.75,   -1.11,   -1.13,   -4.19,   -0.12,   -4.21
199906,    5.10,    4.14,    5.71,    4.65,    7.43,    3.23,    5.71,    4.11,    4.20,    4.44,    7.72,    5.43,    4.05,    7.34,    7.55
199907,   -3.18,   -3.41,   -2.45,   -1.82,   -4.83,   -2.08,   -3.50,   -3.13,   -3.93,   -4.50,    0.00,   -2.84,   -1.16,   -4.17,   -5.42
199908,   -0.34,   -2.84,   -0.08,   -0.59,   -0.07,   -1.07,    0.00,   -0.81,   -4.59,   -0.77,    0.75,   -3.51,    2.65,    0.43,   -0.58
199909,   -2.88,   -3.75,   -3.29,   -1.18,    1.88,   -0.66,   -3.86,   -4.39,   -2.71,   -2.29,   -5.08,   -2.93,    0.05,   -0.70,    4.03
199910,    7.30,    7.15,    4.51,    1.77,   10.16,   10.48,    5.43,    9.75,    4.46,    4.58,    4.41,   -1.33,    5.44,   11.38,    8.81
199911,    0.15,    0.99,    1.62,    7.04,   14.92,   -4.02,    1.70,   -1.36,    2.66,   -2.12,    7.54,    5.46,    8.67,   12.61,   17.25
199912,    6.44,    3.02,    5.33,    9.02,   21.31,    7.68,    5.58,    4.01,    1.55,    3.78,    7.77,   10.19,    7.27,   18.88,   24.31
200001,   -4.95,   -5.05,   -5.63,    2.32,   -4.55,   -7.50,   -3.85,   -1.44,   -9.06,   -8.22,   -2.06,    1.46,    3.63,   -5.37,   -3.74
200002,   -6.65,   -8.39,   -3.91,    8.79,   25.94,   -4.32,   -8.36,   -5.72,  -11.48,   -4.72,   -2.04,    6.22,   11.68,   27.32,   24.99
200003,   11.72,   11.37,   11.78,    6.38,   -7.34,   14.06,   10.41,   13.32,   10.54,   12.44,   10.77,    9.11,    3.93,    1.65,  -13.27
200004,    2.95,   -1.17,   -5.77,   -4.46,  -15.30,    2.10,    3.61,   -3.19,    0.72,   -7.21,   -2.75,   -1.43,   -6.84,   -9.51,  -19.85
200005,    2.13,    2.15,   -5.77,   -6.11,  -11.00,    0.75,    3.82,    2.27,    2.01,   -6.42,   -5.09,   -2.70,   -8.37,   -7.17,  -14.15
200006,   -3.28,   -1.66,    4.72,    6.53,   16.92,   -1.27,   -4.61,   -2.26,   -1.33,    5.58,    3.41,    7.84,    3.87,    8.45,   24.09
200007,    1.13,    1.41,   -1.57,   -3.65,   -7.05,   -1.08,    2.70,   -1.48,    3.21,   -2.69,    0.59,   -3.05,   -4.63,   -5.35,   -8.04
200008,    7.64,    4.87,    5.42,    6.92,   13.80,    4.04,    9.22,    3.02,    6.23,    3.20,    7.05,    3.67,    9.08,   13.33,   14.12
200009,   -4.80,   -1.54,   -2.51,   -7.58,   -9.22,    3.79,  -10.71,   -5.05,    2.92,   -4.73,    0.24,   -8.34,   -7.08,  -10.98,   -8.17
200010,   -1.02,    1.84,   -0.06,   -2.67,   -9.73,    0.13,   -1.85,    4.52,   -0.29,    2.29,   -2.34,   -2.46,   -2.87,   -5.35,  -15.01
200011,   -1.62,   -3.16,   -5.96,  -12.77,  -24.86,    1.95,   -3.99,   -2.84,   -3.52,    0.87,  -11.84,  -10.44,  -16.56,  -20.86,  -31.40
200012,    3.68,    3.46,    5.42,   -3.05,   -0.94,    6.51,    2.49,    2.68,    4.17,    3.37,    7.74,   -3.03,   -3.09,   -0.84,   -1.07
200101,   -4.65,   -4.96,    3.85,    9.89,   16.17,   -6.37,   -4.12,   -5.73,   -3.99,    2.84,    4.94,    9.29,   10.51,   15.13,   17.47
200102,   -0.90,   -1.55,   -4.49,  -17.36,  -28.18,    0.49,   -1.67,    0.40,   -2.74,   -0.43,   -7.20,  -16.34,  -18.33,  -24.21,  -33.03
200103,   -3.27,   -4.96,   -4.64,   -8.32,  -17.07,   -3.07,   -3.48,   -5.71,   -3.72,   -3.40,   -5.69,   -9.42,   -7.23,  -13.53,  -21.18
200104,    5.01,    5.03,    8.74,    9.84,   17.80,    5.78,    4.01,    6.00,    3.70,    5.05,   13.21,   10.12,    9.26,   14.18,   22.44
200105,    2.34,    2.10,    1.50,    2.18,   -3.25,    3.29,    1.75,    3.50,    1.20,    0.95,    2.47,    2.49,    1.73,   -2.92,   -3.57
200106,   -1.38,   -2.84,   -1.81,   -1.39,    0.48,   -2.96,   -0.68,   -1.99,   -3.53,   -0.97,   -2.93,   -3.51,    0.05,    2.32,   -1.55
200107,   -2.25,    2.25,    0.61,   -3.70,   -9.91,    0.40,   -3.64,    3.79,    0.69,    1.06,    0.02,   -4.12,   -3.08,   -6.45,  -14.21
200108,   -2.85,   -6.11,   -6.17,   -9.02,  -12.77,   -2.04,   -3.38,   -5.98,   -6.32,   -6.12,   -6.25,   -9.84,   -8.07,   -9.69,  -15.73
200109,   -3.44,   -7.63,   -8.20,  -17.16,  -21.78,   -4.33,   -2.85,   -6.42,   -9.15,   -6.53,  -10.75,  -16.91,  -17.54,  -19.25,  -24.85
200110,    1.29,    0.30,    1.48,    6.75,   14.74,    0.26,    2.01,   -1.35,    1.65,    1.53,    1.43,    2.92,   10.82,   10.93,   19.54
200111,    3.92,    8.79,    9.11,    9.16,   15.33,    3.71,    4.07,    6.85,   12.25,    7.66,   10.55,    8.20,    9.73,   16.75,   13.17
200112,    0.81,    3.06,    1.92,    0.09,    3.47,    3.18,   -0.52,    3.77,    1.68,    0.47,    4.90,    0.98,   -0.51,    1.95,    5.18
200201,   -0.75,   -0.34,   -3.66,    0.94,   -4.75,   -0.64,   -0.85,   -1.63,    1.24,   -2.00,   -5.94,    3.61,   -2.01,   -4.26,   -5.46
200202,    0.38,    0.76,   -4.28,   -4.84,  -14.46,    1.29,   -0.32,    1.37,   -0.10,   -6.93,    0.05,   -5.28,   -4.27,  -14.04,  -15.13
200203,    3.60,    2.82,    3.71,    6.31,   10.99,    3.89,    3.29,    1.64,    4.91,    2.97,    5.07,    6.07,    6.57,    8.48,   16.09
200204,   -4.46,   -3.92,   -2.40,   -6.02,  -12.93,   -2.36,   -6.02,   -3.50,   -4.49,   -2.30,   -2.47,   -6.73,   -5.26,  -12.97,  -12.87
200205,   -0.64,    0.31,   -0.56,   -1.87,   -7.84,    0.00,   -1.36,   -0.78,    1.55,   -0.45,   -0.69,   -2.39,   -1.42,   -6.18,  -10.49
200206,   -4.45,   -4.29,  -10.81,   -9.16,  -14.86,   -4.12,   -4.81,   -3.92,   -4.66,  -11.99,   -8.86,   -8.15,  -10.24,  -11.54,  -20.38
200207,   -5.71,   -6.74,  -10.33,  -10.07,  -11.61,   -5.91,   -5.53,   -7.92,   -5.33,  -10.49,  -10.03,   -9.13,  -11.40,   -8.08,  -18.00
200208,    0.96,    0.92,    0.84,   -0.17,   -0.31,    2.16,    0.12,   -0.33,    2.05,    0.84,    0.85,    1.30,   -2.07,   -0.85,    1.29
200209,  -10.16,   -7.95,   -9.23,  -10.97,  -16.13,   -8.47,  -11.50,   -7.56,   -8.42,   -8.30,  -10.48,  -12.74,   -8.32,  -15.48,  -17.61
200210,    5.01,    7.51,    9.89,    9.48,   12.31,    4.51,    5.50,    7.44,    7.61,    8.63,   11.44,    9.58,    9.32,   12.76,   11.44
200211,    2.25,    2.89,    7.23,   11.67,   21.27,    0.64,    3.59,    2.73,    3.11,    4.90,    9.54,    6.08,   19.00,   16.76,   28.36
200212,   -3.40,   -5.11,   -4.36,   -8.31,  -13.40,   -1.71,   -4.49,   -5.13,   -5.07,   -3.05,   -5.56,   -8.36,   -8.22,  -13.14,  -13.69
200301,   -2.77,   -2.61,   -4.13,   -1.69,    0.69,   -2.43,   -3.03,   -3.06,   -2.08,   -4.03,   -4.23,   -1.43,   -2.12,   -0.52,    2.11
200302,   -1.50,   -1.07,   -3.94,   -0.93,   -4.02,   -1.93,   -1.26,   -0.29,   -2.25,   -2.94,   -5.16,   -2.47,    0.87,   -3.26,   -5.45
200303,    2.03,   -0.08,    1.91,   -0.85,    2.09,    1.43,    2.70,    0.68,   -1.76,    1.09,    2.98,    0.45,   -2.16,    2.25,    1.78
200304,    6.95,    8.16,    7.79,   11.03,   15.51,    8.29,    5.65,    6.96,    9.37,    8.14,    7.38,   11.00,   11.07,   14.29,   17.84
200305,    3.28,    4.48,    7.51,   11.04,   18.18,    2.80,    3.87,    4.36,    4.63,    7.90,    7.04,    7.83,   15.00,   16.29,   21.46
200306,    1.07,    0.93,    2.33,    1.56,    3.81,    0.36,    2.04,   -0.01,    1.95,    2.34,    2.32,    1.22,    2.11,    3.67,    4.02
200307,    1.98,    0.79,    3.74,    2.79,    6.65,    2.37,    1.24,    0.85,    0.68,    2.29,    5.58,    4.09,    1.51,    5.08,    8.37
200308,    0.63,    0.96,    4.66,    6.45,    6.43,    1.77,   -1.16,   -0.78,    3.50,    2.75,    6.74,    5.16,    7.99,    6.93,    5.84
200309,    0.27,   -2.46,   -2.40,   -1.87,   -1.49,   -0.57,    1.23,   -1.76,   -3.22,   -3.43,   -1.42,   -1.22,   -2.65,   -2.61,   -0.33
200310,    3.71,    5.64,    8.48,    9.58,   11.13,    5.03,    2.36,    4.97,    6.47,    7.07,   10.06,    9.85,    9.21,    9.90,   12.25
200311,    0.95,    0.12,    1.97,    2.63,    3.46,    0.24,    1.84,    1.02,   -0.66,    2.07,    1.89,    2.15,    3.10,    3.48,    3.44
200312,    4.82,    4.74,    5.90,    1.57,    1.62,    4.62,    5.01,    4.23,    5.40,    6.49,    5.13,    1.88,    1.25,    1.74,    1.49
200401,    1.22,    1.70,    2.53,    2.74,    7.31,    1.23,    1.19,    1.70,    1.68,    2.68,    2.38,    2.52,    3.03,    5.37,    9.39
200402,    1.79,    1.71,    0.64,    2.10,    0.09,    2.01,    1.49,    1.68,    1.76,    1.46,   -0.27,    2.00,    2.23,    0.75,   -0.53
200403,   -1.78,   -1.18,   -0.27,   -0.44,   -1.08,   -1.38,   -2.51,   -1.98,    0.78,    0.80,   -1.64,   -0.04,   -0.87,   -0.88,   -1.26
200404,   -0.71,   -0.86,   -1.60,   -4.69,   -6.36,   -0.40,   -1.08,   -0.56,   -1.14,   -1.77,   -1.45,   -4.69,   -4.70,   -5.05,   -7.76
200405,    0.73,    0.46,    2.63,    1.95,    3.33,    1.56,   -0.56,   -0.41,    1.76,    2.94,    2.26,    1.08,    3.12,    2.69,    3.90
200406,    1.24,    3.04,    1.78,    3.10,    1.74,    1.53,    0.83,    3.11,    2.90,    1.37,    2.32,    2.96,    3.33,    1.36,    2.09
200407,   -1.83,   -4.06,   -4.73,   -6.32,  -11.00,   -1.54,   -2.41,   -2.32,   -6.01,   -4.89,   -4.55,   -6.08,   -6.62,   -9.51,  -12.26
